code,word,language,word_type,text_color,background_color,font_size,font_family,font_style,font_path,noise_type1,noise_type2,noise_type3,angle,clean_path,noisy_path,binary_mask_path,indicocr_clean,indicocr_noisy,indicocr_acc_clean,indicocr_acc_noisy,output_path,indicocr_output,indicocr_acc_outpur
928,schnell,German,normal,white,darkcyan,93,Markazi_Text,MarkaziText-Medium,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/Markazi_Text/MarkaziText-Medium.ttf,staple holes,perspective distortion,ambient noise,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/928.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/928.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/928.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/928.png,,
929,allerdings,German,normal,gainsboro,black,87,Roboto,Roboto,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/Roboto/Roboto_Condensed-BlackItalic.ttf,horizontal tear,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/929.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/929.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/929.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/929.png,,
930,worden,German,normal,midnightblue,lightyellow,53,DM_Serif_Text,DMSerifText-Italic,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/DM_Serif_Text/DMSerifText-Italic.ttf,horizontal tear,text ghosting,paper texture interference,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/930.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/930.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/930.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/930.png,,
931,vielen,German,normal,lightblue,darkslategray,69,Roboto,Roboto,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/Roboto/Roboto_Condensed-Black.ttf,angled line,,JPEG compression,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/931.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/931.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/931.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/931.png,,
932,meinen,German,normal,indigo,lightyellow,55,IBM_Plex_Serif,IBMPlexSerif-BoldItalic,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/IBM_Plex_Serif/IBMPlexSerif-BoldItalic.ttf,angled line,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/932.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/932.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/932.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/932.png,,
933,letzten,German,normal,lightgreen,darkolivegreen,58,DM_Serif_Text,DMSerifText-Italic,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/DM_Serif_Text/DMSerifText-Italic.ttf,random_erasure,text ghosting,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/933.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/933.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/933.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/933.png,,
934,hatten,German,normal,skyblue,darkred,107,Pinyon_Script,PinyonScript-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/Pinyon_Script/PinyonScript-Regular.ttf,staple holes,resolution scaling,JPEG compression,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/934.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/934.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/934.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/934.png,,
935,darauf,German,normal,lightblue,indigo,105,Alumni_Sans_Pinstripe,AlumniSansPinstripe-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/Alumni_Sans_Pinstripe/AlumniSansPinstripe-Regular.ttf,random_erasure,paper curl,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/935.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/935.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/935.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/935.png,,
936,frauen,German,normal,lightyellow,olive,79,DM_Serif_Text,DMSerifText-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/DM_Serif_Text/DMSerifText-Regular.ttf,horizontal tear,,glare,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/936.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/936.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/936.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/936.png,,
937,sicher,German,normal,steelblue,silver,75,IBM_Plex_Serif,IBMPlexSerif-ExtraLight,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/IBM_Plex_Serif/IBMPlexSerif-ExtraLight.ttf,partial occlusion,,JPEG compression,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/937.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/937.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/937.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/937.png,,
938,kannst,German,normal,honeydew,darkolivegreen,73,Shadows_Into_Light,ShadowsIntoLight-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/Shadows_Into_Light/ShadowsIntoLight-Regular.ttf,random_erasure,color space mismatch,blur,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/938.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/938.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/938.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/938.png,,
939,einige,German,normal,ivory,midnightblue,90,Lexend_Giga,LexendGiga-Medium,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/Lexend_Giga/LexendGiga-Medium.ttf,random_erasure,,ambient noise,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/939.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/939.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/939.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/939.png,,
940,zusammen,German,normal,powderblue,brown,44,Quintessential,Quintessential-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/Quintessential/Quintessential-Regular.ttf,stroke breaks,,paper texture interference,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/940.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/940.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/940.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/940.png,,
941,wissen,German,normal,olive,aliceblue,105,DynaPuff,DynaPuff,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/DynaPuff/DynaPuff_SemiCondensed-Bold.ttf,partial occlusion,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/941.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/941.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/941.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/941.png,,
942,welche,German,normal,ivory,darkred,79,Margarine,Margarine-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/Margarine/Margarine-Regular.ttf,vertical tear,color space mismatch,uneven illumination,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/942.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/942.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/942.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/942.png,,
943,grossen,German,normal,midnightblue,palegoldenrod,116,Shadows_Into_Light,ShadowsIntoLight-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/Shadows_Into_Light/ShadowsIntoLight-Regular.ttf,scribble,wave distortion,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/943.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/943.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/943.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/943.png,,
944,grosse,German,normal,purple,lightcyan,99,Roboto,Roboto-Bold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/Roboto/Roboto-Bold.ttf,scanner streaks,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/944.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/944.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/944.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/944.png,,
945,jedoch,German,normal,lightcyan,navy,80,IBM_Plex_Serif,IBMPlexSerif-SemiBold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/IBM_Plex_Serif/IBMPlexSerif-SemiBold.ttf,double scan,perspective distortion,ink spread,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/945.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/945.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/945.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/945.png,,
946,zurück,German,normal,purple,linen,44,Tangerine,Tangerine-Bold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/Tangerine/Tangerine-Bold.ttf,stroke breaks,perspective distortion,blur,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/946.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/946.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/946.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/946.png,,
947,meiner,German,normal,steelblue,beige,63,Alumni_Sans_Pinstripe,AlumniSansPinstripe-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/Alumni_Sans_Pinstripe/AlumniSansPinstripe-Regular.ttf,random scratches,text ghosting,compression artifacts,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/947.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/947.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/947.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/947.png,,
948,deutsche,German,normal,firebrick,powderblue,43,DynaPuff,DynaPuff,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/DynaPuff/DynaPuff_Condensed-Medium.ttf,double scan,,character merging,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/948.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/948.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/948.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/948.png,,
949,arbeit,German,normal,white,olive,54,Shadows_Into_Light,ShadowsIntoLight-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/Shadows_Into_Light/ShadowsIntoLight-Regular.ttf,random_erasure,resolution scaling,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/949.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/949.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/949.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/949.png,,
950,richtig,German,normal,darkcyan,lightgreen,81,Lexend_Giga,LexendGiga-ExtraBold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/Lexend_Giga/LexendGiga-ExtraBold.ttf,water damage,perspective distortion,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/950.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/950.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/950.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/950.png,,
951,eigentlich,German,normal,palegoldenrod,gray,55,Tangerine,Tangerine-Bold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/Tangerine/Tangerine-Bold.ttf,staple holes,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/951.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/951.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/951.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/951.png,,
952,beiden,German,normal,lightgray,darkseagreen,113,Lexend_Giga,LexendGiga-VariableFont,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/Lexend_Giga/LexendGiga-VariableFont_wght.ttf,random scratches,,ink spread,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/952.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/952.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/952.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/952.png,,
953,keinen,German,normal,teal,white,71,Tangerine,Tangerine-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/Tangerine/Tangerine-Regular.ttf,double scan,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/953.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/953.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/953.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/953.png,,
954,gleich,German,normal,midnightblue,skyblue,54,Lexend_Giga,LexendGiga-Light,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/Lexend_Giga/LexendGiga-Light.ttf,partial occlusion,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/954.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/954.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/954.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/954.png,,
955,kinder,German,normal,silver,slategray,79,Alumni_Sans_Pinstripe,AlumniSansPinstripe-Italic,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/Alumni_Sans_Pinstripe/AlumniSansPinstripe-Italic.ttf,angled line,ink bleed-through,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/955.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/955.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/955.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/955.png,,
956,finden,German,normal,indigo,seashell,79,Shadows_Into_Light,ShadowsIntoLight-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/Shadows_Into_Light/ShadowsIntoLight-Regular.ttf,staple holes,,uneven illumination,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/956.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/956.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/956.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/956.png,,
957,natürlich,German,normal,honeydew,brown,55,Roboto,Roboto,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/German/Roboto/Roboto_SemiCondensed-BoldItalic.ttf,scribble,paper curl,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/clean/957.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/noisy/957.png,/DATA1/ocrteam/word_restoration/reconstruction/test/German_test_sample_dataset/bitmask/957.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/957.png,,
